"41.75613","-124.20347","2022-12-24T00:00","PM2.5","3.7","UG/M3","15","1","Crescent City","North Coast Unified Air Quality Management District","840060150007","840060150007"
"40.776943","-124.177498","2022-12-24T00:00","PM10","39.0","UG/M3","36","1","Jacobs","North Coast Unified Air Quality Management District","060231004","840060231004"
"43.989643","-124.109312","2022-12-24T00:00","PM2.5","3.5","UG/M3","15","1","Florence-Department of Forestry","Lane Regional Air Protection Agency","840410390100","840410390100"
"44.624399","-123.940064","2022-12-24T00:00","PM2.5","6.7","UG/M3","28","1","Toledo NE Hwy20 & NW A St","Oregon Dept. of Environmental Quality","840410410004","840410410004"
"39.43734","-123.78766","2022-12-24T00:00","PM10","15.0","UG/M3","14","1","Fort Bragg High School","Mendocino County AQMD","060450010","840060450010"
"42.1617","-123.64835","2022-12-24T00:00","PM2.5","2.6","UG/M3","11","1","Cave Junction Forest Service","Oregon Dept. of Environmental Quality","410330036","840410330036"
"41.790158","-123.394382","2022-12-24T00:00","PM2.5","6.8","UG/M3","28","1","MMCA82001","California Air Resources Board","840MMCA82001","840MMCA82001"
"43.152911","-123.382212","2022-12-24T00:00","PM2.5","18.4","UG/M3","64","2","Roseburg Fire Dept","Oregon Dept. of Environmental Quality","840410190004","840410190004"
"39.39861","-123.35872","2022-12-24T00:00","PM2.5","9.0","UG/M3","38","1","Willits Blosser Lane","Mendocino County AQMD","840060452003","840060452003"
"42.434149","-123.348466","2022-12-24T00:00","PM2.5","4.6","UG/M3","19","1","Grants Pass - Parkside School","Oregon Dept. of Environmental Quality","410330114","840410330114"
"44.92261","-123.301956","2022-12-24T00:00","PM2.5","5.6","UG/M3","23","1","Dallas LaCreole Middle School","Oregon Dept. of Environmental Quality","840410530004","840410530004"
"44.565803","-123.292706","2022-12-24T00:00","PM2.5","11.8","UG/M3","49","1","Corvallis EPA Office","Oregon Dept. of Environmental Quality","840410030014","840410030014"
"39.150478","-123.206528","2022-12-24T00:00","PM2.5","8.9","UG/M3","37","1","Ukiah Library","Mendocino County AQMD","060450006","840060450006"
"41.840175","-123.195298","2022-12-24T00:00","PM2.5","3.1","UG/M3","13","1","MMCA82067","California Air Resources Board","840MMCA82067","840MMCA82067"
"45.21956","-123.19298","2022-12-24T00:00","PM2.5","9.2","UG/M3","38","1","McMinnville High School","Oregon Dept. of Environmental Quality","840410711003","840410711003"
"44.067223","-123.14135","2022-12-24T00:00","PM2.5","13.0","UG/M3","53","2","Eugene - Highway 99","Lane Regional Air Protection Agency","410390059","840410390059"
"44.1158","-123.12107","2022-12-24T00:00","PM2.5","0.5","UG/M3","2","1","Eugene - Wilkes Dr.","Lane Regional Air Protection Agency","840410390101","840410390101"
"44.61569","-123.091457","2022-12-24T00:00","PM2.5","12.3","UG/M3","51","2","Albany - Calapooia School","Oregon Dept. of Environmental Quality","410430009","840410430009"
"44.0263","-123.08377","2022-12-24T00:00","PM2.5","24.5","UG/M3","77","2","Eugene - Amazon Park","Lane Regional Air Protection Agency","410390060","840410390060"
"43.7995","-123.0535","2022-12-24T00:00","PM2.5","8.9","UG/M3","37","1","Cottage Grove City Shops","Lane Regional Air Protection Agency","410399004","840410399004"
"44.046683","-123.017736","2022-12-24T00:00","PM2.5","4.8","UG/M3","20","1","Springfield City Hall","Lane Regional Air Protection Agency","410391009","840410391009"
